ORDER_ID,CUSTOMER_ID,RESTAURANT_ID,COUPON_ID,ORDER_TIMESTAMP,DELIVERY_FEE,SUB_TOTAL_AMOUNT,DISCOUNT_AMOUNT,COMMISSION_REVENUE,PAYMENT_PROCESSING_FEE,TOTAL_AMOUNT,ORDER_RATING
O0005584,C08602,R0575,CP092,2025-05-01,39.68,3879.80,1939.90,1078.58,49.49,1979.58,
O0005585,C04683,R0174,CP100,2025-07-10,129.52,4631.18,1157.80,1472.72,90.07,3602.90,
O0005586,C02315,R0863,,2025-05-21,90.43,3187.36,0.00,682.10,81.94,3277.79,2.90
O0005587,C00011,R0110,,2025-03-18,62.65,581.84,0.00,178.62,16.11,644.49,3.91
O0005588,C01809,R0918,,2025-09-02,124.82,2192.15,0.00,567.77,57.92,2316.97,4.32
O0005589,C01583,R0500,CP099,2025-06-24,118.54,1805.63,451.41,566.97,36.82,1472.76,4.28
O0005590,C02838,R0051,,2025-06-13,138.47,1357.86,0.00,325.89,37.41,1496.33,3.99
O0005591,C09920,R0312,,2025-08-06,60.47,4923.04,0.00,1235.68,124.59,4983.51,4.37
O0005592,C03402,R0839,,2025-09-22,54.16,1926.09,0.00,477.67,49.51,1980.25,2.05
O0005593,C02999,R0840,,2025-08-19,144.71,4802.35,0.00,1507.94,123.68,4947.06,
O0005594,C03306,R0828,CP023,2025-04-07,48.97,3415.04,341.50,799.12,78.06,3122.51,4.59
O0005595,C04519,R0293,CP098,2025-08-19,103.06,2260.17,565.04,626.07,44.95,1798.19,1.38
O0005596,C06351,R0230,,2025-02-06,106.78,876.93,0.00,281.49,24.59,983.71,1.60
O0005597,C03606,R0232,,2025-05-23,129.76,3253.91,0.00,1077.04,84.59,3383.67,2.29
O0005598,C07779,R0470,,2025-10-30,66.49,3544.97,0.00,1091.85,90.29,3611.46,3.90
O0005599,C01171,R0182,,2025-04-08,35.67,1899.78,0.00,604.13,48.39,1935.45,2.95
O0005600,C05388,R0324,,2025-01-04,80.06,2554.38,0.00,891.48,65.86,2634.44,4.11
O0005601,C01968,R0872,,2025-05-15,128.68,698.27,0.00,161.30,20.67,826.95,2.29
O0005602,C03237,R0275,,2025-09-30,141.57,4391.41,0.00,1207.64,113.32,4532.98,4.40
O0005603,C09799,R0527,CP018,2025-05-14,52.73,1413.91,282.78,418.52,29.60,1183.86,3.49
O0005604,C08374,R0508,,2024-12-20,140.53,2439.92,0.00,622.18,64.51,2580.45,4.15
O0005605,C06156,R0005,,2025-09-09,77.40,7838.76,0.00,2367.31,197.90,7916.16,1.83
O0005606,C04322,R0718,,2024-11-15,39.33,2405.18,0.00,596.48,61.11,2444.51,
O0005607,C09152,R0710,CP045,2025-01-20,143.74,2218.96,554.74,723.38,45.20,1807.96,
O0005608,C00901,R0182,,2024-11-29,148.48,1161.34,0.00,369.31,32.75,1309.82,2.41
O0005609,C03199,R0868,,2025-06-21,84.38,1717.03,0.00,391.48,45.04,1801.41,
O0005610,C00535,R0146,,2025-03-23,110.47,1930.21,0.00,389.90,51.02,2040.68,4.31
O0005611,C05788,R0928,,2025-09-23,136.94,443.91,0.00,126.07,14.52,580.85,3.64
O0005612,C01424,R0869,,2025-02-24,90.34,4434.79,0.00,1006.70,113.13,4525.13,2.07
O0005613,C01426,R0275,,2024-12-15,78.47,3855.90,0.00,1060.37,98.36,3934.37,1.52
O0005614,C08603,R0239,CP035,2025-06-23,45.39,3666.21,366.62,912.89,83.62,3344.98,4.10
O0005615,C06710,R0442,,2025-10-18,113.39,3733.66,0.00,787.80,96.18,3847.05,1.74
O0005616,C06282,R0412,,2025-04-10,123.40,4772.25,0.00,1317.14,122.39,4895.65,1.77
O0005617,C02970,R0481,,2025-03-29,98.20,2512.40,0.00,542.68,65.27,2610.60,4.51
O0005618,C08663,R0964,,2025-03-27,88.88,2540.89,0.00,703.83,65.74,2629.77,
O0005619,C04432,R0566,,2025-02-25,118.76,4317.09,0.00,1428.96,110.90,4435.85,2.83
O0005620,C03308,R0409,,2025-03-26,119.91,7016.27,0.00,2455.69,178.40,7136.18,4.50
O0005621,C01450,R0884,,2024-11-10,93.99,5347.74,0.00,1096.29,136.04,5441.73,2.01
O0005622,C06096,R0236,,2025-03-03,84.60,2098.80,0.00,644.33,54.59,2183.40,2.10
O0005623,C07083,R0877,,2025-05-09,89.35,2660.48,0.00,654.48,68.75,2749.83,
O0005624,C09470,R0494,,2025-01-17,131.19,1194.64,0.00,247.29,33.15,1325.83,3.16
O0005625,C03056,R0051,CP096,2025-08-19,82.34,2838.00,1419.00,681.12,37.53,1501.34,
O0005626,C04653,R0692,,2024-11-07,73.00,1537.06,0.00,390.41,40.25,1610.06,
O0005627,C07825,R0389,,2025-01-23,104.86,2816.76,0.00,918.26,73.04,2921.62,
O0005628,C04615,R0927,CP011,2025-04-19,77.30,881.22,132.18,266.13,20.66,826.34,2.31
O0005629,C03420,R0686,CP092,2025-08-29,110.51,2525.79,1262.90,714.80,34.34,1373.40,1.37
O0005630,C04493,R0795,,2025-07-06,89.45,2198.40,0.00,600.16,57.20,2287.85,1.35
O0005631,C04669,R0380,,2025-08-19,30.69,4058.68,0.00,1185.13,102.23,4089.37,4.31
O0005632,C03622,R0347,,2024-12-28,87.69,3916.77,0.00,873.44,100.11,4004.46,2.18
O0005633,C05933,R0254,,2025-04-24,115.07,3479.35,0.00,737.62,89.86,3594.42,2.28
O0005634,C00566,R0120,,2025-10-03,142.64,6329.76,0.00,2057.17,161.81,6472.40,1.17
O0005635,C02927,R0314,,2025-06-18,33.46,1997.74,0.00,671.24,50.78,2031.20,1.51
O0005636,C08367,R0086,,2025-09-04,93.32,4092.70,0.00,875.84,104.65,4186.02,3.67
O0005637,C09464,R0725,,2025-08-22,77.04,981.61,0.00,266.02,26.47,1058.65,4.09
O0005638,C09086,R0086,,2025-08-18,43.21,1994.64,0.00,426.85,50.95,2037.85,2.03
O0005639,C01773,R0708,,2024-12-25,76.25,1906.55,0.00,413.72,49.57,1982.80,1.86
O0005640,C03798,R0610,,2025-07-11,38.01,1765.98,0.00,443.26,45.10,1803.99,4.86
O0005641,C03941,R0956,,2025-09-05,139.89,1719.26,0.00,410.90,46.48,1859.15,
O0005642,C06346,R0428,,2025-02-26,122.91,1240.38,0.00,259.24,34.08,1363.29,1.61
O0005643,C02758,R0708,,2025-04-03,100.43,570.47,0.00,123.79,16.77,670.90,3.91
O0005644,C01218,R0159,CP040,2025-02-03,121.98,1740.51,870.26,529.12,24.81,992.23,3.98
O0005645,C08220,R0869,,2024-12-26,43.78,2070.70,0.00,470.05,52.86,2114.48,
O0005646,C03726,R0788,,2024-11-07,33.74,4920.32,0.00,1225.16,123.85,4954.06,
O0005647,C09838,R0020,,2025-10-16,81.88,5204.66,0.00,1405.26,132.16,5286.54,4.38
O0005648,C05508,R0759,,2025-01-28,111.74,1557.73,0.00,409.68,41.74,1669.47,3.48
O0005649,C01223,R0044,,2025-10-17,135.28,2172.40,0.00,647.38,57.69,2307.68,
O0005650,C06588,R0013,,2025-04-20,104.10,1121.21,0.00,304.97,30.63,1225.31,4.87
O0005651,C03963,R0030,,2025-02-07,55.90,588.76,0.00,159.55,16.12,644.66,
O0005652,C08960,R0300,,2025-05-09,45.81,5394.91,0.00,1262.41,136.02,5440.72,3.28
O0005653,C04080,R0072,,2025-04-05,144.67,5033.97,0.00,1394.41,129.47,5178.64,3.94
O0005654,C00152,R0657,,2025-05-01,30.78,1513.35,0.00,419.20,38.60,1544.13,4.84
O0005655,C06918,R0832,,2025-08-04,48.66,1839.01,0.00,619.75,47.19,1887.67,
O0005656,C00490,R0704,,2025-04-30,77.86,3697.02,0.00,1282.87,94.37,3774.88,1.99
O0005657,C07637,R0509,,2025-03-25,41.93,1317.97,0.00,369.03,34.00,1359.90,3.09
O0005658,C05513,R0210,,2025-10-09,45.66,1447.41,0.00,318.43,37.33,1493.07,4.45
O0005659,C03326,R0778,,2025-01-19,54.47,5014.01,0.00,1599.47,126.71,5068.48,2.59
O0005660,C08710,R0499,,2025-04-29,48.61,5274.18,0.00,1223.61,133.07,5322.79,1.87
O0005661,C03863,R0180,,2024-12-21,141.45,1038.48,0.00,348.93,29.50,1179.93,
O0005662,C03176,R0207,,2025-04-11,107.65,2915.31,0.00,860.02,75.57,3022.96,4.03
O0005663,C09199,R0067,,2024-11-20,64.81,4592.66,0.00,1157.35,116.44,4657.47,3.41
O0005664,C02423,R0622,,2025-02-04,67.03,2331.47,0.00,540.90,59.96,2398.50,1.52
O0005665,C00631,R0078,CP021,2024-12-27,73.50,2820.27,564.05,668.40,58.24,2329.72,2.83
O0005666,C03392,R0021,,2025-10-15,57.14,1729.29,0.00,525.70,44.66,1786.43,2.52
O0005667,C06978,R0639,,2025-07-07,124.73,6443.91,0.00,2139.38,164.22,6568.64,2.38
O0005668,C06214,R0252,,2025-10-25,35.42,2453.90,0.00,591.39,62.23,2489.32,1.28
O0005669,C02242,R0817,,2024-12-10,94.38,2375.77,0.00,510.79,61.75,2470.15,2.76
O0005670,C06396,R0142,,2025-02-23,33.29,2017.38,0.00,466.01,51.27,2050.67,
O0005671,C06144,R0361,CP035,2025-03-26,146.81,3973.52,397.35,1366.89,93.07,3722.98,4.43
O0005672,C08590,R0052,,2024-11-21,110.19,788.97,0.00,239.06,22.48,899.16,1.88
O0005673,C08889,R0364,,2025-03-17,102.18,4538.56,0.00,1329.80,116.02,4640.74,
O0005674,C03195,R0099,,2025-04-30,125.99,402.13,0.00,133.51,13.20,528.12,2.48
O0005675,C03837,R0223,,2025-10-20,132.67,1368.24,0.00,284.59,37.52,1500.91,4.39
O0005676,C03624,R0426,,2025-03-31,57.76,1343.60,0.00,295.59,35.03,1401.36,1.47
O0005677,C01611,R0934,,2025-10-11,129.18,649.26,0.00,217.50,19.46,778.44,3.76
O0005678,C06661,R0281,,2025-07-12,127.04,7617.38,0.00,2308.07,193.61,7744.42,2.37
O0005679,C03467,R0141,CP014,2025-10-05,108.43,3103.93,465.59,741.84,68.67,2746.77,1.91
O0005680,C04265,R0395,,2025-04-18,51.50,1641.11,0.00,336.43,42.32,1692.61,4.28
O0005681,C07188,R0112,CP004,2024-12-01,56.60,3092.67,1546.33,958.73,40.07,1602.94,
O0005682,C07603,R0811,CP035,2025-06-21,115.80,426.94,0.00,102.89,13.57,542.74,
O0005683,C02435,R0770,,2025-02-23,52.32,2481.24,0.00,620.31,63.34,2533.56,4.35
O0005684,C08430,R0545,,2025-03-18,48.27,4167.66,0.00,1396.17,105.40,4215.93,
O0005685,C02495,R0760,CP100,2025-09-15,90.82,828.20,207.05,177.23,17.80,711.97,2.41
O0005686,C03350,R0745,,2025-05-19,129.22,1219.04,0.00,365.71,33.71,1348.26,4.20
O0005687,C04552,R0338,,2025-06-03,115.92,3670.72,0.00,903.00,94.67,3786.64,3.85
O0005688,C00171,R0200,,2025-05-05,148.24,4487.02,0.00,1207.01,115.88,4635.26,1.55
O0005689,C01732,R0306,,2024-11-16,31.92,2782.94,0.00,876.63,70.37,2814.86,
O0005690,C03113,R0488,,2025-10-29,42.82,4003.59,0.00,1241.11,101.16,4046.41,
O0005691,C07681,R0616,CP018,2025-10-04,47.78,2977.58,595.52,1009.40,60.75,2429.84,1.03
O0005692,C08174,R0245,,2025-09-26,145.39,3497.55,0.00,1091.24,91.07,3642.94,2.93
O0005693,C02889,R0413,,2025-05-06,148.65,1392.87,0.00,431.79,38.54,1541.52,2.24
O0005694,C07283,R0121,,2024-11-27,92.55,4279.56,0.00,1472.17,109.30,4372.11,1.01
O0005695,C07249,R0865,,2025-03-17,125.23,2743.67,0.00,910.90,71.72,2868.90,4.13
O0005696,C07250,R0482,,2025-03-09,112.55,3871.73,0.00,1068.60,99.61,3984.28,
O0005697,C06155,R0041,,2025-01-15,96.81,858.56,0.00,190.60,23.88,955.37,1.84
O0005698,C01927,R0308,,2025-03-01,80.55,2911.63,0.00,975.40,74.80,2992.18,
O0005699,C08869,R0693,,2025-10-25,146.69,1152.46,0.00,353.81,32.48,1299.15,3.54
O0005700,C04050,R0298,,2025-05-16,128.30,1532.04,0.00,497.91,41.51,1660.34,3.96
O0005701,C07513,R0676,,2025-01-04,122.91,808.76,0.00,268.51,23.29,931.67,4.50
O0005702,C03823,R0090,,2024-11-05,122.05,3114.30,0.00,900.03,80.91,3236.35,4.28
O0005703,C04957,R0478,,2024-12-10,78.69,862.76,0.00,196.71,23.54,941.45,4.44
O0005704,C00756,R0548,,2024-12-27,79.22,502.76,0.00,157.87,14.55,581.98,3.24
O0005705,C06109,R0875,,2025-08-17,38.19,2631.99,0.00,721.17,66.75,2670.18,
O0005706,C01544,R0540,,2025-08-04,132.62,3665.86,0.00,758.83,94.96,3798.48,3.26
O0005707,C05453,R0032,,2025-06-07,61.40,5224.55,0.00,1055.36,132.15,5285.95,2.16
O0005708,C03607,R0308,,2025-02-13,68.19,5154.90,0.00,1726.89,130.58,5223.09,2.86
O0005709,C03964,R0436,,2024-11-24,109.85,2002.24,0.00,500.56,52.80,2112.09,4.66
O0005710,C03010,R0296,,2024-11-10,51.60,2481.97,0.00,630.42,63.34,2533.57,4.00
O0005711,C06083,R0794,,2025-05-17,98.70,2601.72,0.00,621.81,67.51,2700.42,4.83
O0005712,C04436,R0324,,2025-01-24,116.86,2465.59,0.00,860.49,64.56,2582.45,2.00
O0005713,C04048,R0948,,2025-07-03,87.40,2831.53,0.00,770.18,72.97,2918.93,2.88
O0005714,C07729,R0900,,2025-05-22,65.49,2467.83,0.00,678.65,63.33,2533.32,2.12
O0005715,C07374,R0724,,2025-03-25,136.49,3466.14,0.00,783.35,90.07,3602.63,
O0005716,C03563,R0549,CP039,2024-11-10,93.92,1976.94,197.69,565.40,46.83,1873.17,4.65
O0005717,C09650,R0245,,2025-04-24,56.17,2096.96,0.00,654.25,53.83,2153.13,1.13
O0005718,C08946,R0991,CP066,2025-04-06,84.16,4612.39,1153.10,1042.40,88.59,3543.45,1.30
O0005719,C06549,R0009,,2025-03-10,143.82,3293.68,0.00,1103.38,85.94,3437.50,2.59
O0005720,C04059,R0150,,2025-09-07,139.63,1367.04,0.00,477.10,37.67,1506.67,1.01
O0005721,C05397,R0213,CP048,2025-06-27,96.55,932.42,93.24,324.48,23.39,935.73,3.47
O0005722,C04575,R0457,CP055,2025-04-28,135.20,3473.32,521.00,1031.58,77.19,3087.52,
O0005723,C06967,R0671,,2025-03-15,97.74,3427.77,0.00,699.27,88.14,3525.51,4.75
O0005724,C00742,R0158,,2025-06-30,77.72,2272.28,0.00,777.12,58.75,2350.00,1.49
O0005725,C07179,R0593,CP095,2025-03-07,34.77,2011.66,1005.83,549.18,26.02,1040.60,3.93
O0005726,C09878,R0636,,2025-02-19,143.90,1867.02,0.00,550.77,50.27,2010.92,2.31
O0005727,C06211,R0349,,2025-03-23,42.72,2142.67,0.00,552.81,54.63,2185.39,4.50
O0005728,C00303,R0237,,2024-11-20,125.41,3975.22,0.00,806.97,102.52,4100.63,1.10
O0005729,C01382,R0922,,2025-09-08,75.18,3536.36,0.00,1230.65,90.29,3611.54,3.94
O0005730,C07573,R0584,,2025-05-20,122.94,464.75,0.00,99.92,14.69,587.69,3.17
O0005731,C07477,R0070,,2025-06-16,63.93,1766.51,0.00,489.32,45.76,1830.44,4.66
O0005732,C01234,R0053,,2024-12-18,79.07,2024.84,0.00,621.63,52.60,2103.91,
O0005733,C00121,R0635,,2025-10-10,116.19,3099.10,0.00,759.28,80.38,3215.29,1.01
O0005734,C09288,R0460,,2025-04-20,82.31,5232.97,0.00,1486.16,132.88,5315.28,
O0005735,C00634,R0144,,2025-08-22,52.18,268.92,0.00,54.05,8.03,321.10,
O0005736,C06522,R0631,,2025-05-09,132.77,3419.24,0.00,1056.55,88.80,3552.01,4.11
O0005737,C03941,R0574,,2025-04-18,45.17,2701.08,0.00,872.45,68.66,2746.25,4.48
O0005738,C02012,R0797,,2025-08-24,35.66,3713.28,0.00,1102.84,93.72,3748.94,1.94
O0005739,C09449,R0745,,2025-05-19,53.90,6019.58,0.00,1805.87,151.84,6073.48,
O0005740,C03942,R0159,CP093,2024-11-15,117.65,2966.22,889.87,901.73,54.85,2194.00,4.80
O0005741,C09399,R0681,,2025-07-17,120.66,4384.66,0.00,1135.63,112.63,4505.32,1.59
O0005742,C06131,R0647,,2025-08-30,81.42,4885.00,0.00,1260.33,124.16,4966.42,3.79
O0005743,C09250,R0457,,2025-06-01,48.53,4109.44,0.00,1220.50,103.95,4157.97,1.83
O0005744,C06431,R0789,,2025-08-10,93.89,3391.47,0.00,895.35,87.13,3485.36,4.40
O0005745,C06284,R0995,,2025-08-18,58.29,1887.64,0.00,524.76,48.65,1945.93,
O0005746,C06524,R0958,,2025-06-08,144.58,441.01,0.00,107.61,14.64,585.59,3.50
O0005747,C07202,R0256,,2025-05-16,109.68,3032.71,0.00,876.45,78.56,3142.39,2.10
O0005748,C09554,R0609,,2024-11-27,102.60,2404.25,0.00,620.30,62.67,2506.85,
O0005749,C09709,R0191,,2024-12-30,89.87,2895.45,0.00,680.43,74.63,2985.32,1.87
O0005750,C04960,R0768,,2025-10-29,40.88,3208.59,0.00,786.10,81.24,3249.47,1.74
O0005751,C07586,R0167,,2025-09-17,33.76,1917.66,0.00,604.06,48.79,1951.42,1.40
O0005752,C03162,R0370,CP093,2025-03-27,137.25,4496.78,1349.03,1569.38,82.12,3285.00,3.61
O0005753,C01543,R0712,,2025-03-09,109.13,494.60,0.00,143.93,15.09,603.73,
O0005754,C04365,R0748,CP093,2025-07-15,121.44,5242.38,1572.71,1473.11,94.78,3791.11,3.79
O0005755,C02612,R0115,,2025-08-05,85.15,5847.15,0.00,1917.87,148.31,5932.30,1.29
O0005756,C03050,R0480,,2025-04-20,92.30,7716.69,0.00,2114.37,195.22,7808.99,1.47
O0005757,C08972,R0967,,2025-08-12,87.36,1028.24,0.00,270.43,27.89,1115.60,1.58
O0005758,C03794,R0638,,2025-08-08,133.81,747.57,0.00,167.46,22.03,881.38,1.49
O0005759,C00884,R0060,,2025-07-05,138.56,1717.02,0.00,521.97,46.39,1855.58,3.90
O0005760,C01713,R0599,,2025-02-12,34.31,5686.35,0.00,1472.76,143.02,5720.66,4.61
O0005761,C02584,R0867,,2024-12-26,91.78,3550.69,0.00,1242.74,91.06,3642.47,
O0005762,C01450,R0133,,2024-12-26,113.48,3117.63,0.00,779.41,80.78,3231.11,4.83
O0005763,C06298,R0233,,2025-08-23,130.33,1098.46,0.00,276.81,30.72,1228.79,
O0005764,C02690,R0453,,2025-10-22,137.86,1115.88,0.00,358.20,31.34,1253.74,3.17
O0005765,C02215,R0166,,2025-01-16,146.05,2077.42,0.00,562.98,55.59,2223.47,
O0005766,C05903,R0227,,2024-12-07,92.67,1819.60,0.00,411.23,47.81,1912.27,2.51
O0005767,C08715,R0018,,2025-06-28,97.12,603.46,0.00,124.92,17.51,700.58,
O0005768,C00406,R0637,,2025-03-30,30.61,3045.53,0.00,910.61,76.90,3076.14,4.35
O0005769,C00049,R0046,,2025-02-16,79.11,1011.59,0.00,254.92,27.27,1090.70,4.71
O0005770,C06840,R0087,CP081,2025-04-03,115.86,4783.46,956.69,1358.50,98.57,3942.63,3.59
O0005771,C04213,R0732,,2025-01-25,88.49,686.69,0.00,227.29,19.38,775.18,2.70
O0005772,C01352,R0370,CP033,2024-11-17,141.93,2308.61,115.43,805.70,58.38,2335.11,3.32
O0005773,C00202,R0641,,2024-11-18,51.09,4867.83,0.00,1338.65,122.97,4918.92,4.64
O0005774,C00841,R0531,,2025-02-26,63.03,3118.46,0.00,854.46,79.54,3181.49,
O0005775,C08859,R0120,,2024-11-05,85.05,1344.96,0.00,437.11,35.75,1430.01,1.26
O0005776,C02402,R0916,CP064,2024-12-22,85.38,6869.70,3434.85,1456.38,88.01,3520.23,
O0005777,C07257,R0998,CP076,2025-01-15,35.12,2119.60,1059.80,714.31,27.37,1094.92,4.16
O0005778,C06637,R0068,CP028,2025-04-12,90.39,3551.99,1776.00,955.49,46.66,1866.38,4.91
O0005779,C03287,R0829,,2025-06-10,66.64,379.94,0.00,115.50,11.16,446.58,3.79
O0005780,C08557,R0269,,2025-01-15,81.54,552.84,0.00,125.49,15.86,634.38,4.52
O0005781,C05090,R0496,,2025-04-12,112.33,4965.34,0.00,1345.61,126.94,5077.67,1.71
O0005782,C01899,R0669,,2025-09-07,148.61,3030.04,0.00,821.14,79.47,3178.65,4.37
O0005783,C09397,R0840,,2025-09-17,143.29,2415.57,0.00,758.49,63.97,2558.86,4.41
O0005784,C06805,R0325,,2025-10-09,59.77,444.86,0.00,98.31,12.62,504.63,4.39
O0005785,C04257,R0629,,2024-12-29,44.95,4269.40,0.00,1280.82,107.86,4314.35,2.39
O0005786,C01334,R0747,CP092,2025-04-15,132.15,537.43,268.71,177.35,10.02,400.87,4.98
O0005787,C06710,R0348,,2025-06-01,144.81,5638.32,0.00,1776.07,144.58,5783.13,1.00
O0005788,C09840,R0595,CP099,2025-06-09,121.17,3515.83,878.96,903.57,68.95,2758.04,2.30
O0005789,C01820,R0037,,2025-02-08,54.89,409.64,0.00,85.61,11.61,464.53,3.70
O0005790,C05494,R0988,,2025-10-22,47.08,5526.62,0.00,1768.52,139.34,5573.70,1.84
O0005791,C05600,R0604,CP062,2025-01-21,90.17,4188.32,209.42,887.92,101.73,4069.07,3.63
O0005792,C05872,R0835,,2024-11-01,83.88,2831.58,0.00,594.63,72.89,2915.46,3.20
O0005793,C09934,R0197,,2024-11-26,92.38,1891.25,0.00,593.85,49.59,1983.63,4.15
O0005794,C05446,R0308,,2025-01-03,105.92,592.49,0.00,198.48,17.46,698.41,
O0005795,C02237,R0665,CP016,2025-09-30,104.73,1893.28,189.33,573.66,45.22,1808.68,2.06
O0005796,C09316,R0706,,2024-11-15,80.10,3678.15,0.00,882.76,93.96,3758.25,4.10
O0005797,C00210,R0086,,2025-02-12,36.28,5894.19,0.00,1261.36,148.26,5930.47,
O0005798,C04749,R0347,,2025-08-10,137.75,2450.08,0.00,546.37,64.70,2587.83,4.79
O0005799,C06885,R0062,,2025-05-07,91.45,4202.99,0.00,886.83,107.36,4294.44,3.36
O0005800,C05476,R0621,,2025-09-02,111.26,3824.20,0.00,1109.02,98.39,3935.46,1.87
O0005801,C00569,R0237,,2024-11-26,98.64,1720.08,0.00,349.18,45.47,1818.72,2.53
O0005802,C02320,R1000,,2025-01-25,36.25,3783.00,0.00,817.13,95.48,3819.25,4.90
O0005803,C03393,R0661,,2025-05-01,37.82,470.62,0.00,153.89,12.71,508.44,
O0005804,C06283,R0112,,2025-10-22,111.77,1153.59,0.00,357.61,31.63,1265.36,1.19
O0005805,C06704,R0923,,2025-01-04,58.30,3110.17,0.00,1032.58,79.21,3168.47,2.40
O0005806,C00435,R0947,,2025-10-26,57.47,1066.95,0.00,268.87,28.11,1124.42,2.92
O0005807,C04912,R0164,,2025-07-20,98.73,2163.12,0.00,564.57,56.55,2261.85,
O0005808,C00609,R0227,,2025-05-11,66.94,3186.53,0.00,720.16,81.34,3253.47,3.83
O0005809,C01841,R0202,,2024-12-15,64.98,3032.48,0.00,873.35,77.44,3097.46,4.30
O0005810,C08511,R0683,CP074,2024-12-02,130.90,1510.10,453.03,357.89,29.70,1187.97,4.14
O0005811,C09869,R0985,CP050,2025-07-18,115.85,4458.10,1114.53,1341.89,86.49,3459.42,1.51
O0005812,C07373,R0963,CP002,2025-04-28,92.34,4743.90,948.78,1124.30,97.19,3887.46,2.72
O0005813,C00038,R0657,,2025-09-12,133.87,1167.16,0.00,323.30,32.53,1301.03,3.82
O0005814,C04004,R0260,,2025-10-16,117.65,2220.39,0.00,652.79,58.45,2338.04,1.77
O0005815,C09489,R0658,,2025-03-14,81.92,3641.80,0.00,1099.82,93.09,3723.72,4.17
O0005816,C06750,R0406,,2025-06-28,128.10,3594.29,0.00,992.02,93.06,3722.39,1.17
O0005817,C00658,R0812,CP018,2025-08-10,109.25,2080.32,416.06,628.26,44.34,1773.51,1.37
O0005818,C09404,R0615,,2025-03-25,62.09,2353.20,0.00,640.07,60.38,2415.29,1.38
O0005819,C09596,R0756,,2025-09-27,126.45,4768.98,0.00,1259.01,122.39,4895.43,4.68
O0005820,C03153,R0934,,2025-05-02,54.21,5489.10,0.00,1838.85,138.58,5543.31,1.96
O0005821,C01345,R0733,,2025-02-09,40.92,3974.58,0.00,1275.84,100.39,4015.50,4.95
O0005822,C06149,R0424,,2025-06-13,113.97,1554.82,0.00,332.73,41.72,1668.79,2.11
O0005823,C08528,R0690,CP080,2025-06-05,63.54,1501.86,150.19,312.39,35.38,1415.21,3.14
O0005824,C04715,R0690,,2025-06-01,132.92,5309.05,0.00,1104.28,136.05,5441.97,1.52
O0005825,C02374,R0742,,2025-10-12,49.03,4588.26,0.00,1486.60,115.93,4637.29,4.59
O0005826,C08537,R0498,,2025-10-17,53.19,2244.62,0.00,579.11,57.45,2297.81,
O0005827,C02276,R0722,,2025-09-13,90.92,917.42,0.00,226.60,25.21,1008.34,
O0005828,C09450,R0192,CP007,2025-08-16,90.39,1865.72,932.86,555.98,25.58,1023.25,
O0005829,C04383,R0018,,2025-03-09,40.60,5849.34,0.00,1210.81,147.25,5889.94,1.76
O0005830,C02604,R0814,CP081,2025-07-04,127.13,6309.66,1261.93,1823.49,129.37,5174.86,3.86
O0005831,C06864,R0707,,2025-07-17,99.67,479.52,0.00,141.46,14.48,579.19,3.41
O0005832,C00171,R0105,CP006,2025-03-07,131.67,1193.46,238.69,321.04,27.16,1086.44,2.89
O0005833,C06752,R0266,,2025-05-24,54.18,511.06,0.00,129.30,14.13,565.24,1.15
O0005834,C08975,R0788,,2024-12-31,78.65,2269.32,0.00,565.06,58.70,2347.97,1.90
O0005835,C06051,R0430,,2025-07-18,142.58,5366.76,0.00,1529.53,137.73,5509.34,4.90
O0005836,C06491,R0192,,2025-07-23,73.22,2070.75,0.00,617.08,53.60,2143.97,
O0005837,C03758,R0025,,2025-09-21,46.67,3145.17,0.00,691.94,79.80,3191.84,
O0005838,C04884,R0980,,2025-08-06,145.37,1326.00,0.00,375.26,36.78,1471.37,4.56
O0005839,C00643,R0800,,2025-06-18,111.08,715.92,0.00,244.13,20.68,827.00,4.01
O0005840,C05422,R0275,,2025-05-21,141.65,4850.59,0.00,1333.91,124.81,4992.24,1.98
O0005841,C06567,R0397,,2025-07-24,32.17,2447.88,0.00,504.26,62.00,2480.05,1.23
O0005842,C01864,R0088,,2025-02-17,49.33,3355.72,0.00,953.02,85.13,3405.05,
O0005843,C07244,R0617,,2025-09-10,40.18,1575.87,0.00,419.18,40.40,1616.05,2.16
O0005844,C04595,R0744,,2025-06-19,81.67,3804.99,0.00,1232.82,97.17,3886.66,2.88
O0005845,C04268,R0383,,2025-08-30,125.94,3614.76,0.00,932.61,93.52,3740.70,4.39
O0005846,C00345,R0764,,2025-10-15,43.23,2362.82,0.00,751.38,60.15,2406.05,1.01
O0005847,C00446,R0829,,2025-02-04,94.35,1713.12,0.00,520.79,45.19,1807.47,1.47
O0005848,C00653,R0085,CP002,2025-01-27,116.05,2834.03,566.81,753.85,59.58,2383.27,4.46
O0005849,C03423,R0120,,2025-09-13,143.94,3460.98,0.00,1124.82,90.12,3604.92,
O0005850,C02568,R0150,,2024-11-09,72.26,3843.42,0.00,1341.35,97.89,3915.68,1.41
O0005851,C03617,R0308,,2025-04-18,100.10,2897.58,0.00,970.69,74.94,2997.68,3.47
O0005852,C04243,R0887,,2025-05-07,100.82,2417.86,0.00,553.69,62.97,2518.68,2.49
O0005853,C09324,R0520,,2025-02-14,122.48,1268.80,0.00,421.24,34.78,1391.28,3.59
O0005854,C09721,R0439,,2025-03-08,70.73,574.14,0.00,149.85,16.12,644.87,
