ORDER_ITEM_ID,ORDER_ID,MENU_ITEM_ID,QUANTITY,ITEM_PRICE_AT_ORDER
O0005238_2,O0005238,M072,3,703.39
O0005238_3,O0005238,M023,3,234.60
O0005239_1,O0005239,M046,3,486.77
O0005240_1,O0005240,M018,2,611.48
O0005240_2,O0005240,M064,2,520.50
O0005240_3,O0005240,M059,3,526.39
O0005241_1,O0005241,M075,3,268.06
O0005241_2,O0005241,M080,2,251.40
O0005241_3,O0005241,M011,1,634.24
O0005241_4,O0005241,M055,3,255.24
O0005241_5,O0005241,M089,1,262.22
O0005242_1,O0005242,M015,1,205.78
O0005242_2,O0005242,M097,1,587.00
O0005242_3,O0005242,M038,3,313.40
O0005243_1,O0005243,M021,3,400.44
O0005243_2,O0005243,M093,3,448.41
O0005243_3,O0005243,M097,2,594.63
O0005243_4,O0005243,M013,1,299.10
O0005244_1,O0005244,M005,3,556.61
O0005244_2,O0005244,M013,1,297.60
O0005244_3,O0005244,M013,3,317.66
O0005244_4,O0005244,M037,2,555.17
O0005244_5,O0005244,M055,3,238.17
O0005245_1,O0005245,M007,1,353.31
O0005245_2,O0005245,M025,1,320.88
O0005245_3,O0005245,M015,1,219.82
O0005246_1,O0005246,M037,3,531.24
O0005247_1,O0005247,M090,3,542.80
O0005247_2,O0005247,M097,2,608.36
O0005247_3,O0005247,M056,2,617.32
O0005247_4,O0005247,M054,1,570.37
O0005248_1,O0005248,M056,1,629.32
O0005249_1,O0005249,M032,1,576.73
O0005249_2,O0005249,M074,1,296.01
O0005250_1,O0005250,M025,1,300.89
O0005250_2,O0005250,M080,1,223.44
O0005250_3,O0005250,M071,2,704.72
O0005250_4,O0005250,M092,2,504.42
O0005250_5,O0005250,M090,3,564.58
O0005251_1,O0005251,M047,2,457.25
O0005251_2,O0005251,M012,3,821.59
O0005251_3,O0005251,M041,2,398.39
O0005251_4,O0005251,M079,2,438.01
O0005251_5,O0005251,M030,3,593.42
O0005252_1,O0005252,M017,3,207.08
O0005252_2,O0005252,M032,1,665.64
O0005252_3,O0005252,M031,1,369.17
O0005252_4,O0005252,M028,3,418.91
O0005252_5,O0005252,M011,3,732.22
O0005253_1,O0005253,M050,1,249.73
O0005253_2,O0005253,M032,3,651.64
O0005254_1,O0005254,M074,2,314.46
O0005255_1,O0005255,M067,3,600.64
O0005255_2,O0005255,M031,3,383.61
O0005255_3,O0005255,M079,3,405.71
O0005255_4,O0005255,M085,2,483.17
O0005256_1,O0005256,M097,1,578.69
O0005256_2,O0005256,M022,1,440.73
O0005256_3,O0005256,M066,2,281.40
O0005256_4,O0005256,M015,2,209.50
O0005256_5,O0005256,M087,1,209.95
O0005257_1,O0005257,M030,3,719.43
O0005257_2,O0005257,M085,1,424.22
O0005257_3,O0005257,M066,3,280.95
O0005257_4,O0005257,M022,3,440.59
O0005258_1,O0005258,M087,1,181.24
O0005259_1,O0005259,M013,2,345.08
O0005260_1,O0005260,M035,3,728.89
O0005261_1,O0005261,M062,1,740.11
O0005261_2,O0005261,M059,2,539.47
O0005261_3,O0005261,M086,2,707.18
O0005261_4,O0005261,M043,1,278.55
O0005262_1,O0005262,M050,2,298.57
O0005262_2,O0005262,M026,2,608.17
O0005262_3,O0005262,M095,3,346.19
O0005262_4,O0005262,M095,1,373.33
O0005262_5,O0005262,M059,1,553.33
O0005263_1,O0005263,M053,3,611.18
O0005263_2,O0005263,M071,1,680.58
O0005263_3,O0005263,M073,1,328.58
O0005263_4,O0005263,M007,2,403.84
O0005264_1,O0005264,M007,1,391.30
O0005264_2,O0005264,M024,3,303.00
O0005264_3,O0005264,M041,2,477.11
O0005264_4,O0005264,M047,2,459.14
O0005264_5,O0005264,M036,2,443.99
O0005265_1,O0005265,M027,1,481.09
O0005265_2,O0005265,M063,3,381.62
O0005265_3,O0005265,M099,2,338.58
O0005265_4,O0005265,M065,1,317.64
O0005265_5,O0005265,M002,1,160.26
O0005266_1,O0005266,M090,3,562.74
O0005266_2,O0005266,M019,1,347.20
O0005266_3,O0005266,M048,3,592.01
O0005266_4,O0005266,M087,1,203.05
O0005267_1,O0005267,M082,1,379.18
O0005267_2,O0005267,M079,3,467.61
O0005267_3,O0005267,M081,1,412.35
O0005268_1,O0005268,M094,3,458.99
O0005268_2,O0005268,M082,1,382.26
O0005268_3,O0005268,M083,3,694.60
O0005268_4,O0005268,M068,3,542.92
O0005269_1,O0005269,M081,1,423.73
O0005269_2,O0005269,M017,1,233.13
O0005269_3,O0005269,M037,2,467.40
O0005270_1,O0005270,M002,2,167.16
O0005270_2,O0005270,M038,1,314.65
O0005271_1,O0005271,M008,2,597.27
O0005271_2,O0005271,M003,2,459.73
O0005271_3,O0005271,M035,3,686.28
O0005271_4,O0005271,M001,2,313.67
O0005271_5,O0005271,M009,1,615.30
O0005272_1,O0005272,M049,1,641.66
O0005272_2,O0005272,M053,2,646.74
O0005272_3,O0005272,M057,3,290.63
O0005273_1,O0005273,M006,3,560.28
O0005273_2,O0005273,M025,2,294.13
O0005274_1,O0005274,M059,1,578.02
O0005274_2,O0005274,M079,3,431.22
O0005275_1,O0005275,M097,3,596.47
O0005275_2,O0005275,M065,1,301.23
O0005275_3,O0005275,M097,3,571.23
O0005276_1,O0005276,M046,2,495.37
O0005276_2,O0005276,M070,1,488.00
O0005277_1,O0005277,M040,2,552.85
O0005277_2,O0005277,M064,1,426.07
O0005277_3,O0005277,M057,3,277.35
O0005277_4,O0005277,M006,1,603.31
O0005277_5,O0005277,M038,3,292.65
O0005278_1,O0005278,M062,1,740.58
O0005278_2,O0005278,M075,1,258.06
O0005279_1,O0005279,M089,3,268.06
O0005280_1,O0005280,M001,1,333.42
O0005280_2,O0005280,M096,1,713.51
O0005280_3,O0005280,M020,2,393.01
O0005280_4,O0005280,M079,1,432.69
O0005281_1,O0005281,M083,1,637.13
O0005281_2,O0005281,M078,1,723.74
O0005281_3,O0005281,M076,3,719.66
O0005282_1,O0005282,M087,1,187.14
O0005282_2,O0005282,M093,2,444.30
O0005282_3,O0005282,M090,1,578.37
O0005282_4,O0005282,M069,3,395.26
O0005283_1,O0005283,M002,3,159.99
O0005283_2,O0005283,M019,1,391.25
O0005283_3,O0005283,M076,3,755.42
O0005284_1,O0005284,M043,1,253.30
O0005284_2,O0005284,M010,3,626.69
O0005284_3,O0005284,M033,3,287.92
O0005284_4,O0005284,M067,1,697.13
O0005284_5,O0005284,M049,1,668.67
O0005285_1,O0005285,M038,1,336.53
O0005286_1,O0005286,M046,1,414.97
O0005286_2,O0005286,M041,3,456.32
O0005286_3,O0005286,M073,2,304.34
O0005286_4,O0005286,M099,1,389.68
O0005287_1,O0005287,M098,2,663.75
O0005287_2,O0005287,M096,2,671.95
O0005288_1,O0005288,M014,2,362.01
O0005288_2,O0005288,M035,1,766.16
O0005288_3,O0005288,M022,1,461.22
O0005289_1,O0005289,M008,2,511.19
O0005290_1,O0005290,M023,1,224.49
O0005290_2,O0005290,M084,1,623.92
O0005290_3,O0005290,M032,2,625.77
O0005290_4,O0005290,M071,2,764.66
O0005291_1,O0005291,M016,2,203.03
O0005291_2,O0005291,M015,1,219.06
O0005291_3,O0005291,M085,1,462.16
O0005291_4,O0005291,M039,2,434.38
O0005291_5,O0005291,M087,2,215.29
O0005292_1,O0005292,M005,3,537.20
O0005293_1,O0005293,M056,3,631.51
O0005293_2,O0005293,M049,1,732.42
O0005293_3,O0005293,M042,2,451.81
O0005293_4,O0005293,M098,2,796.64
O0005294_1,O0005294,M011,3,661.14
O0005294_2,O0005294,M093,3,459.72
O0005294_3,O0005294,M018,3,716.55
O0005295_1,O0005295,M059,3,596.39
O0005296_1,O0005296,M003,3,431.99
O0005297_1,O0005297,M015,2,194.44
O0005297_2,O0005297,M037,3,562.49
O0005297_3,O0005297,M060,2,571.37
O0005297_4,O0005297,M074,2,294.60
O0005297_5,O0005297,M022,3,435.39
O0005298_1,O0005298,M041,3,427.51
O0005298_2,O0005298,M057,3,263.43
O0005299_1,O0005299,M024,1,287.65
O0005299_2,O0005299,M042,1,535.10
O0005299_3,O0005299,M027,3,454.88
O0005300_1,O0005300,M061,1,696.17
O0005300_2,O0005300,M059,3,584.18
O0005300_3,O0005300,M100,2,521.53
O0005300_4,O0005300,M054,3,550.45
O0005300_5,O0005300,M079,2,403.61
O0005301_1,O0005301,M054,1,485.25
O0005301_2,O0005301,M049,1,701.48
O0005301_3,O0005301,M082,2,394.78
O0005302_1,O0005302,M043,2,280.47
O0005302_2,O0005302,M068,1,558.49
O0005302_3,O0005302,M063,3,391.07
O0005302_4,O0005302,M083,3,657.21
O0005302_5,O0005302,M049,3,655.02
O0005303_1,O0005303,M061,1,672.89
O0005303_2,O0005303,M047,3,525.99
O0005303_3,O0005303,M047,2,478.11
O0005304_1,O0005304,M031,1,376.72
O0005304_2,O0005304,M011,1,687.43
O0005304_3,O0005304,M035,3,709.45
O0005305_1,O0005305,M015,3,188.91
O0005305_2,O0005305,M093,1,462.58
O0005306_1,O0005306,M071,3,755.73
O0005306_2,O0005306,M047,2,508.32
O0005306_3,O0005306,M094,2,383.76
O0005307_1,O0005307,M064,3,463.30
O0005307_2,O0005307,M003,1,446.92
O0005308_1,O0005308,M077,2,423.72
O0005308_2,O0005308,M068,3,595.08
O0005309_1,O0005309,M025,3,282.58
O0005309_2,O0005309,M091,1,269.52
O0005310_1,O0005310,M035,2,779.46
O0005310_2,O0005310,M002,3,168.82
O0005311_1,O0005311,M060,1,563.53
O0005311_2,O0005311,M018,3,592.79
O0005311_3,O0005311,M094,2,454.85
O0005311_4,O0005311,M006,2,525.44
O0005311_5,O0005311,M043,1,265.60
O0005312_1,O0005312,M050,1,260.15
O0005312_2,O0005312,M007,1,359.12
O0005312_3,O0005312,M004,3,163.38
O0005312_4,O0005312,M013,1,299.26
O0005313_1,O0005313,M092,2,551.36
O0005313_2,O0005313,M099,2,359.14
O0005313_3,O0005313,M097,1,677.36
O0005313_4,O0005313,M075,2,274.56
O0005313_5,O0005313,M092,3,572.30
O0005314_1,O0005314,M057,3,270.52
O0005314_2,O0005314,M100,3,517.37
O0005314_3,O0005314,M092,1,557.08
O0005315_1,O0005315,M094,2,386.09
O0005315_2,O0005315,M014,3,366.46
O0005315_3,O0005315,M063,1,402.13
O0005315_4,O0005315,M077,1,454.80
O0005315_5,O0005315,M001,1,281.35
O0005316_1,O0005316,M086,1,779.37
O0005316_2,O0005316,M100,3,606.06
O0005316_3,O0005316,M012,3,725.81
O0005317_1,O0005317,M069,2,455.27
O0005317_2,O0005317,M033,1,275.12
O0005317_3,O0005317,M099,2,379.29
O0005317_4,O0005317,M009,2,647.66
O0005318_1,O0005318,M074,3,290.75
O0005318_2,O0005318,M085,1,504.90
O0005318_3,O0005318,M021,2,386.84
O0005318_4,O0005318,M038,1,281.65
O0005318_5,O0005318,M053,2,653.64
O0005319_1,O0005319,M016,1,206.62
O0005319_2,O0005319,M089,2,252.32
O0005319_3,O0005319,M022,2,494.87
O0005320_1,O0005320,M017,1,243.76
O0005320_2,O0005320,M013,3,336.59
O0005320_3,O0005320,M009,3,581.21
O0005321_1,O0005321,M045,1,656.03
O0005321_2,O0005321,M010,2,684.53
O0005322_1,O0005322,M042,3,454.51
O0005322_2,O0005322,M091,3,292.78
O0005322_3,O0005322,M099,1,375.06
O0005322_4,O0005322,M046,1,459.15
O0005323_1,O0005323,M079,2,447.55
O0005323_2,O0005323,M089,1,248.41
O0005323_3,O0005323,M052,2,617.79
O0005323_4,O0005323,M077,1,397.38
O0005323_5,O0005323,M013,1,298.82
O0005324_1,O0005324,M033,2,285.91
O0005325_1,O0005325,M057,1,284.90
O0005325_2,O0005325,M056,1,635.63
O0005326_1,O0005326,M073,1,324.74
O0005327_1,O0005327,M072,1,664.26
O0005327_2,O0005327,M046,1,434.17
O0005327_3,O0005327,M042,3,480.59
O0005327_4,O0005327,M074,1,274.30
O0005328_1,O0005328,M027,1,398.21
O0005328_2,O0005328,M081,2,433.00
O0005328_3,O0005328,M050,1,279.02
O0005328_4,O0005328,M048,1,590.14
O0005328_5,O0005328,M091,2,312.38
O0005329_1,O0005329,M047,1,488.71
O0005330_1,O0005330,M029,1,299.44
O0005330_2,O0005330,M044,1,685.95
O0005330_3,O0005330,M041,2,441.81
O0005330_4,O0005330,M088,1,514.77
O0005330_5,O0005330,M067,3,649.04
O0005331_1,O0005331,M092,1,481.68
O0005331_2,O0005331,M067,3,684.18
O0005331_3,O0005331,M075,2,261.83
O0005331_4,O0005331,M037,1,502.34
O0005331_5,O0005331,M043,3,296.48
O0005332_1,O0005332,M071,3,740.45
O0005332_2,O0005332,M035,3,786.11
O0005332_3,O0005332,M077,1,452.28
O0005332_4,O0005332,M007,3,409.43
O0005332_5,O0005332,M079,3,393.63
O0005333_1,O0005333,M043,1,256.26
O0005334_1,O0005334,M076,2,700.73
O0005334_2,O0005334,M018,2,632.03
O0005334_3,O0005334,M016,1,184.49
O0005334_4,O0005334,M099,1,366.69
O0005335_1,O0005335,M091,2,280.69
O0005335_2,O0005335,M054,1,521.41
O0005335_3,O0005335,M076,2,672.49
O0005335_4,O0005335,M033,3,255.31
O0005335_5,O0005335,M071,3,655.69
O0005336_1,O0005336,M015,2,191.82
O0005336_2,O0005336,M069,3,459.31
O0005337_1,O0005337,M066,1,287.93
O0005337_2,O0005337,M019,3,361.82
O0005337_3,O0005337,M004,2,157.84
O0005337_4,O0005337,M096,3,682.78
O0005338_1,O0005338,M069,3,461.62
O0005338_2,O0005338,M003,2,454.72
O0005338_3,O0005338,M015,3,196.29
O0005338_4,O0005338,M018,3,628.15
O0005339_1,O0005339,M018,3,669.50
O0005339_2,O0005339,M096,3,639.76
O0005340_1,O0005340,M048,1,543.76
O0005340_2,O0005340,M093,2,431.18
O0005340_3,O0005340,M032,1,659.33
O0005340_4,O0005340,M057,3,288.25
O0005341_1,O0005341,M091,2,305.86
O0005341_2,O0005341,M032,1,646.16
O0005341_3,O0005341,M002,3,166.34
O0005341_4,O0005341,M071,1,728.58
O0005342_1,O0005342,M041,3,450.62
O0005343_1,O0005343,M084,1,679.14
O0005343_2,O0005343,M006,1,542.09
O0005343_3,O0005343,M047,3,486.84
O0005343_4,O0005343,M062,3,667.40
O0005343_5,O0005343,M051,1,398.77
O0005344_1,O0005344,M089,1,238.09
O0005344_2,O0005344,M029,1,270.69
O0005344_3,O0005344,M021,1,348.89
O0005345_1,O0005345,M099,1,333.58
O0005345_2,O0005345,M006,1,575.15
O0005345_3,O0005345,M027,3,422.35
O0005345_4,O0005345,M037,2,540.14
O0005346_1,O0005346,M016,3,221.56
O0005346_2,O0005346,M038,2,310.77
O0005346_3,O0005346,M072,1,599.93
O0005346_4,O0005346,M073,1,325.79
O0005346_5,O0005346,M091,1,292.17
O0005347_1,O0005347,M093,3,468.97
O0005347_2,O0005347,M095,1,335.42
O0005347_3,O0005347,M015,1,205.47
O0005347_4,O0005347,M098,3,692.93
O0005347_5,O0005347,M097,1,607.32
O0005348_1,O0005348,M099,3,339.28
O0005348_2,O0005348,M030,1,708.64
O0005348_3,O0005348,M082,1,336.78
O0005349_1,O0005349,M028,2,393.42
O0005349_2,O0005349,M039,3,424.49
O0005349_3,O0005349,M074,3,303.41
O0005349_4,O0005349,M036,1,438.81
O0005349_5,O0005349,M050,3,269.95
O0005350_1,O0005350,M089,3,224.82
O0005351_1,O0005351,M077,2,471.99
O0005351_2,O0005351,M014,1,371.72
O0005351_3,O0005351,M043,3,288.45
O0005351_4,O0005351,M096,2,674.79
O0005352_1,O0005352,M093,3,428.81
O0005352_2,O0005352,M036,1,427.03
O0005353_1,O0005353,M036,2,413.53
O0005353_2,O0005353,M090,3,568.75
O0005353_3,O0005353,M100,3,599.69
O0005353_4,O0005353,M041,3,452.85
O0005353_5,O0005353,M096,1,704.35
O0005354_1,O0005354,M054,3,518.32
O0005354_2,O0005354,M004,3,159.23
O0005354_3,O0005354,M003,1,439.46
O0005354_4,O0005354,M067,3,691.69
O0005354_5,O0005354,M004,3,171.45
O0005355_1,O0005355,M073,2,293.43
O0005355_2,O0005355,M031,3,371.06
O0005355_3,O0005355,M018,2,593.64
O0005356_1,O0005356,M040,3,574.55
O0005356_2,O0005356,M059,2,550.34
O0005357_1,O0005357,M044,1,684.77
O0005357_2,O0005357,M083,1,694.72
O0005357_3,O0005357,M029,1,290.11
O0005358_1,O0005358,M058,1,283.84
O0005358_2,O0005358,M069,1,442.24
O0005358_3,O0005358,M053,3,623.87
O0005358_4,O0005358,M014,1,373.53
O0005359_1,O0005359,M001,2,317.10
O0005360_1,O0005360,M080,3,217.38
O0005360_2,O0005360,M068,3,592.65
O0005360_3,O0005360,M060,1,642.56
O0005360_4,O0005360,M061,2,733.95
O0005360_5,O0005360,M070,1,529.00
O0005361_1,O0005361,M030,2,699.75
O0005361_2,O0005361,M069,3,416.42
O0005361_3,O0005361,M071,1,688.70
O0005361_4,O0005361,M036,1,396.92
O0005361_5,O0005361,M052,1,685.61
O0005362_1,O0005362,M026,1,560.84
O0005362_2,O0005362,M060,2,599.19
O0005362_3,O0005362,M029,2,290.10
O0005362_4,O0005362,M020,3,416.09
O0005362_5,O0005362,M090,2,588.74
O0005363_1,O0005363,M071,1,651.49
O0005364_1,O0005364,M067,2,645.23
O0005364_2,O0005364,M051,1,431.19
O0005365_1,O0005365,M025,3,315.29
O0005365_2,O0005365,M087,2,210.38
O0005365_3,O0005365,M058,2,299.00
O0005365_4,O0005365,M048,3,503.03
O0005365_5,O0005365,M069,2,446.90
O0005366_1,O0005366,M067,2,668.65
O0005366_2,O0005366,M086,3,711.79
O0005367_1,O0005367,M034,3,580.78
O0005367_2,O0005367,M088,1,546.73
O0005367_3,O0005367,M022,3,479.32
O0005367_4,O0005367,M049,1,672.32
O0005367_5,O0005367,M078,1,709.13
O0005368_1,O0005368,M036,1,429.53
O0005368_2,O0005368,M091,1,267.22
O0005368_3,O0005368,M064,2,453.96
O0005368_4,O0005368,M030,2,693.60
O0005369_1,O0005369,M067,3,602.20
O0005369_2,O0005369,M001,2,293.62
O0005369_3,O0005369,M025,2,303.81
O0005369_4,O0005369,M016,1,188.65
O0005369_5,O0005369,M017,2,241.31
O0005370_1,O0005370,M081,1,407.64
O0005370_2,O0005370,M081,2,383.92
O0005370_3,O0005370,M035,3,758.62
O0005370_4,O0005370,M081,3,411.71
O0005371_1,O0005371,M072,3,627.34
O0005371_2,O0005371,M085,2,454.18
O0005371_3,O0005371,M041,1,428.44
O0005371_4,O0005371,M037,2,536.83
O0005372_1,O0005372,M011,2,749.68
O0005372_2,O0005372,M054,1,504.93
O0005372_3,O0005372,M013,1,298.67
O0005373_1,O0005373,M008,2,521.05
O0005373_2,O0005373,M076,2,664.20
O0005373_3,O0005373,M021,3,373.02
O0005373_4,O0005373,M046,2,496.41
O0005374_1,O0005374,M048,3,528.89
O0005374_2,O0005374,M074,3,297.61
O0005374_3,O0005374,M093,3,444.19
O0005374_4,O0005374,M052,1,615.33
O0005375_1,O0005375,M022,2,479.77
O0005376_1,O0005376,M016,1,183.50
O0005376_2,O0005376,M047,1,474.35
O0005376_3,O0005376,M041,1,404.97
O0005376_4,O0005376,M061,2,686.93
O0005377_1,O0005377,M094,3,407.34
O0005378_1,O0005378,M043,3,280.35
O0005379_1,O0005379,M030,3,595.00
O0005379_2,O0005379,M042,3,445.32
O0005379_3,O0005379,M045,2,670.47
O0005379_4,O0005379,M015,3,188.95
O0005379_5,O0005379,M088,3,577.63
O0005380_1,O0005380,M078,2,696.49
O0005380_2,O0005380,M046,1,471.32
O0005380_3,O0005380,M013,3,331.66
O0005381_1,O0005381,M052,2,628.95
O0005381_2,O0005381,M040,1,580.00
O0005381_3,O0005381,M047,1,437.81
O0005381_4,O0005381,M008,1,603.88
O0005382_1,O0005382,M018,1,617.32
O0005383_1,O0005383,M088,3,596.88
O0005383_2,O0005383,M014,2,320.10
O0005383_3,O0005383,M050,1,288.76
O0005384_1,O0005384,M084,1,717.35
O0005385_1,O0005385,M095,2,355.43
O0005385_2,O0005385,M043,3,302.40
O0005385_3,O0005385,M066,3,248.34
O0005385_4,O0005385,M004,3,169.60
O0005385_5,O0005385,M073,1,281.60
O0005386_1,O0005386,M073,2,318.02
O0005387_1,O0005387,M028,1,404.05
O0005387_2,O0005387,M068,3,534.33
O0005387_3,O0005387,M068,1,505.89
O0005388_1,O0005388,M008,1,576.79
O0005388_2,O0005388,M087,3,213.27
O0005388_3,O0005388,M087,1,185.53
O0005388_4,O0005388,M004,3,173.39
O0005388_5,O0005388,M048,3,603.83
O0005389_1,O0005389,M011,2,723.02
O0005389_2,O0005389,M012,3,783.79
O0005389_3,O0005389,M022,3,498.78
O0005390_1,O0005390,M040,3,615.18
O0005390_2,O0005390,M006,1,555.92
O0005390_3,O0005390,M013,3,289.77
O0005390_4,O0005390,M089,1,254.51
O0005390_5,O0005390,M060,3,637.85
O0005391_1,O0005391,M029,2,257.86
O0005391_2,O0005391,M062,2,777.52
O0005391_3,O0005391,M010,2,684.81
O0005392_1,O0005392,M032,3,675.33
O0005392_2,O0005392,M098,3,666.88
O0005392_3,O0005392,M012,3,702.46
O0005392_4,O0005392,M008,1,575.81
O0005392_5,O0005392,M022,2,482.11
O0005393_1,O0005393,M074,3,281.44
O0005393_2,O0005393,M011,3,725.04
O0005393_3,O0005393,M075,1,241.34
O0005394_1,O0005394,M087,2,211.36
O0005394_2,O0005394,M035,1,709.51
O0005395_1,O0005395,M082,3,373.92
O0005395_2,O0005395,M012,2,711.03
O0005395_3,O0005395,M088,3,560.45
O0005396_1,O0005396,M031,1,394.70
O0005397_1,O0005397,M016,3,213.83
O0005398_1,O0005398,M072,2,610.29
O0005398_2,O0005398,M014,2,357.49
O0005398_3,O0005398,M027,3,425.43
O0005398_4,O0005398,M010,1,714.89
O0005399_1,O0005399,M058,3,281.61
O0005399_2,O0005399,M055,3,234.78
O0005399_3,O0005399,M053,3,626.48
O0005399_4,O0005399,M035,1,722.70
O0005400_1,O0005400,M098,3,759.44
O0005400_2,O0005400,M034,2,655.32
O0005400_3,O0005400,M028,1,408.75
O0005400_4,O0005400,M087,1,208.91
O0005400_5,O0005400,M057,3,296.21
O0005401_1,O0005401,M048,1,595.21
O0005401_2,O0005401,M020,2,406.79
O0005402_1,O0005402,M026,1,630.07
O0005403_1,O0005403,M095,3,342.57
O0005403_2,O0005403,M024,1,269.53
O0005403_3,O0005403,M042,3,452.77
O0005403_4,O0005403,M048,2,567.87
O0005404_1,O0005404,M090,1,574.11
O0005404_2,O0005404,M062,1,775.04
O0005404_3,O0005404,M053,1,613.46
O0005404_4,O0005404,M067,3,695.10
O0005404_5,O0005404,M020,3,396.61
O0005405_1,O0005405,M032,1,667.94
O0005405_2,O0005405,M069,1,418.63
O0005405_3,O0005405,M017,2,242.93
O0005405_4,O0005405,M036,3,406.79
O0005405_5,O0005405,M084,3,660.58
O0005406_1,O0005406,M080,3,225.84
O0005406_2,O0005406,M090,2,505.66
O0005406_3,O0005406,M061,3,641.97
O0005406_4,O0005406,M062,2,681.83
O0005407_1,O0005407,M049,1,745.20
O0005407_2,O0005407,M017,2,224.83
O0005408_1,O0005408,M033,1,283.93
O0005409_1,O0005409,M077,1,394.38
O0005409_2,O0005409,M028,1,422.61
O0005409_3,O0005409,M058,3,327.87
O0005410_1,O0005410,M004,3,178.44
O0005410_2,O0005410,M023,1,235.90
O0005410_3,O0005410,M082,3,336.41
O0005410_4,O0005410,M033,1,288.02
O0005410_5,O0005410,M028,1,366.66
O0005411_1,O0005411,M055,1,228.87
O0005411_2,O0005411,M045,1,603.21
O0005411_3,O0005411,M010,1,690.10
O0005411_4,O0005411,M032,3,671.21
O0005412_1,O0005412,M055,2,234.10
O0005412_2,O0005412,M066,1,247.87
O0005412_3,O0005412,M019,3,364.44
O0005413_1,O0005413,M095,1,355.34
O0005414_1,O0005414,M008,3,600.44
O0005415_1,O0005415,M092,1,504.33
O0005415_2,O0005415,M044,3,683.92
O0005415_3,O0005415,M095,2,355.76
O0005415_4,O0005415,M090,1,591.51
O0005416_1,O0005416,M064,2,518.81
O0005417_1,O0005417,M028,1,416.13
O0005417_2,O0005417,M081,2,440.34
O0005417_3,O0005417,M088,1,558.54
O0005417_4,O0005417,M060,3,663.19
O0005417_5,O0005417,M048,2,566.72
O0005418_1,O0005418,M013,3,319.70
O0005419_1,O0005419,M074,3,302.61
O0005419_2,O0005419,M045,2,682.21
O0005419_3,O0005419,M039,2,414.93
O0005419_4,O0005419,M069,3,442.49
O0005420_1,O0005420,M086,2,693.21
O0005420_2,O0005420,M046,1,425.59
O0005421_1,O0005421,M095,3,379.94
O0005421_2,O0005421,M021,1,369.11
O0005422_1,O0005422,M015,3,192.26
O0005422_2,O0005422,M093,1,395.22
O0005422_3,O0005422,M089,2,221.72
O0005423_1,O0005423,M047,3,514.93
O0005423_2,O0005423,M049,3,681.35
O0005423_3,O0005423,M030,2,690.69
O0005423_4,O0005423,M076,1,653.16
O0005423_5,O0005423,M014,2,331.51
O0005424_1,O0005424,M092,1,554.18
O0005425_1,O0005425,M095,2,360.69
O0005425_2,O0005425,M060,1,653.10
O0005426_1,O0005426,M051,1,417.65
O0005426_2,O0005426,M069,3,470.21
O0005426_3,O0005426,M025,3,289.32
O0005427_1,O0005427,M002,2,169.95
O0005427_2,O0005427,M088,2,539.81
O0005427_3,O0005427,M029,1,290.35
O0005427_4,O0005427,M087,1,194.92
O0005427_5,O0005427,M042,1,528.07
O0005428_1,O0005428,M046,3,483.03
O0005428_2,O0005428,M003,2,476.27
O0005428_3,O0005428,M013,1,312.87
O0005428_4,O0005428,M078,1,716.88
O0005429_1,O0005429,M068,1,495.80
O0005429_2,O0005429,M089,3,237.20
O0005429_3,O0005429,M002,1,165.57
O0005430_1,O0005430,M023,1,227.31
O0005430_2,O0005430,M090,1,509.70
O0005430_3,O0005430,M077,3,435.04
O0005430_4,O0005430,M072,1,696.19
O0005431_1,O0005431,M061,2,657.22
O0005431_2,O0005431,M055,1,226.38
O0005431_3,O0005431,M048,1,592.99
O0005431_4,O0005431,M049,2,693.16
O0005432_1,O0005432,M073,2,280.70
O0005432_2,O0005432,M001,2,316.77
O0005432_3,O0005432,M090,3,522.62
O0005432_4,O0005432,M091,3,282.29
O0005432_5,O0005432,M005,1,545.20
O0005433_1,O0005433,M045,3,613.36
O0005433_2,O0005433,M007,1,408.83
O0005433_3,O0005433,M014,1,370.15
O0005433_4,O0005433,M054,3,544.33
O0005434_1,O0005434,M001,2,337.42
O0005434_2,O0005434,M040,1,548.34
O0005435_1,O0005435,M077,1,436.22
O0005435_2,O0005435,M018,1,631.08
O0005436_1,O0005436,M023,1,213.10
O0005437_1,O0005437,M018,3,610.59
O0005437_2,O0005437,M060,3,618.91
O0005438_1,O0005438,M091,3,290.34
O0005438_2,O0005438,M012,3,709.50
O0005439_1,O0005439,M004,1,154.35
O0005440_1,O0005440,M069,2,435.12
O0005440_2,O0005440,M071,3,684.81
O0005440_3,O0005440,M027,2,457.43
O0005440_4,O0005440,M099,1,350.21
O0005440_5,O0005440,M063,1,343.56
O0005441_1,O0005441,M057,1,282.60
O0005442_1,O0005442,M088,3,524.77
O0005442_2,O0005442,M096,2,715.03
O0005442_3,O0005442,M095,2,361.17
O0005443_1,O0005443,M063,3,376.00
O0005444_1,O0005444,M030,1,668.27
O0005444_2,O0005444,M073,1,308.70
O0005444_3,O0005444,M068,2,499.49
O0005444_4,O0005444,M007,3,407.64
O0005445_1,O0005445,M086,3,789.39
O0005445_2,O0005445,M025,2,281.63
O0005445_3,O0005445,M032,2,589.63
O0005446_1,O0005446,M019,1,383.63
O0005447_1,O0005447,M034,1,555.98
O0005447_2,O0005447,M013,3,344.59
O0005447_3,O0005447,M088,1,531.91
